ATENDIMENTO_ANO,OCORRENCIA_MES,NATUREZA1_DESCRICAO,ATENDIMENTO_BAIRRO_NOME,n
2017,12,Roubo,REBOUÇAS,4
2017,12,Roubo,SANTA FELICIDADE,1
2017,12,Roubo,SANTO INÁCIO,2
2017,12,Roubo,SÃO BRAZ,1
2017,12,Roubo,SÃO FRANCISCO,1
2017,12,Roubo,SÃO MIGUEL,1
2017,12,Roubo,SÍTIO CERCADO,13
2017,12,Roubo,UBERABA,1
2017,12,Roubo,VISTA ALEGRE,1
2017,12,"Roubo, furto, extravio, recuperação, apreensão de armas de fogo.",CENTRO,1
2017,12,Seqüestro e cárcere privado,CAJURU,1
2017,12,Substância Ilícita,ÁGUA VERDE,1
2017,12,Substância Ilícita,ALTO DA RUA XV,1
2017,12,Substância Ilícita,ATUBA,1
2017,12,Substância Ilícita,AUGUSTA,1
2017,12,Substância Ilícita,BARREIRINHA,1
2017,12,Substância Ilícita,BATEL,1
2017,12,Substância Ilícita,BIGORRILHO,3
2017,12,Substância Ilícita,CAJURU,2
2017,12,Substância Ilícita,CAMPINA DO SIQUEIRA,1
2017,12,Substância Ilícita,CAPÃO DA IMBUIA,1
2017,12,Substância Ilícita,CAPÃO RASO,1
2017,12,Substância Ilícita,CENTRO,33
2017,12,Substância Ilícita,CENTRO CÍVICO,1
2017,12,Substância Ilícita,JARDIM DAS AMÉRICAS,2
2017,12,Substância Ilícita,PAROLIN,1
2017,12,Substância Ilícita,PORTÃO,1
2017,12,Substância Ilícita,PRADO VELHO,1
2017,12,Substância Ilícita,REBOUÇAS,1
2017,12,Substância Ilícita,SANTO INÁCIO,3
2017,12,Substância Ilícita,SÃO FRANCISCO,7
2017,12,Substância Ilícita,SÃO JOÃO,2
2017,12,Substância Ilícita,SÃO LOURENÇO,4
2017,12,Substância Ilícita,VILA IZABEL,1
2017,12,Substância Lícita,ALTO DA RUA XV,1
2017,12,Suicídio,TATUQUARA,1
2017,12,Tentativa,ALTO BOQUEIRÃO,2
2017,12,Tentativa,BOA VISTA,1
2017,12,Tentativa,BOQUEIRÃO,1
2017,12,Tentativa,CAPÃO DA IMBUIA,1
2017,12,Tentativa,CENTRO,3
2017,12,Tentativa,FAZENDINHA,1
2017,12,Tentativa,JARDIM BOTÂNICO,1
2017,12,Tentativa,PAROLIN,1
2017,12,Tentativa,PORTÃO,1
2017,12,Tentativa,UMBARÁ,1
2017,12,Trânsito,ALTO BOQUEIRÃO,2
2017,12,Trânsito,ATUBA,1
2017,12,Trânsito,BATEL,1
2017,12,Trânsito,BIGORRILHO,1
2017,12,Trânsito,BOA VISTA,1
2017,12,Trânsito,BOQUEIRÃO,2
2017,12,Trânsito,CAJURU,4
2017,12,Trânsito,CAPÃO RASO,1
2017,12,Trânsito,CENTRO,3
2017,12,Trânsito,CIDADE INDUSTRIAL,2
2017,12,Trânsito,CRISTO REI,1
2017,12,Trânsito,JARDIM BOTÂNICO,2
2017,12,Trânsito,ORLEANS,1
2017,12,Trânsito,PINHEIRINHO,2
2017,12,Trânsito,PORTÃO,1
2017,12,Trânsito,SANTA CÂNDIDA,1
2017,12,Trânsito,SANTA FELICIDADE,1
2017,12,Trânsito,SANTO INÁCIO,1
2017,12,Trânsito,SÃO JOÃO,2
2017,12,Trânsito,SÍTIO CERCADO,2
2017,12,Trânsito,TATUQUARA,2
2017,12,Trânsito,VISTA ALEGRE,1
2017,12,Trânsito,XAXIM,2
2017,12,Uso indevido do cartão transporte,CENTRO,2
2017,12,Uso indevido do cartão transporte,CIDADE INDUSTRIAL,1
2017,12,Veículo,ÁGUA VERDE,1
2017,12,Veículo,ALTO BOQUEIRÃO,4
2017,12,Veículo,BACACHERI,1
2017,12,Veículo,CAJURU,1
2017,12,Veículo,CIDADE INDUSTRIAL,1
2017,12,Veículo,MERCÊS,1
2017,12,Veículo,SÍTIO CERCADO,1
2017,12,Vias de fato,ALTO BOQUEIRÃO,1
2017,12,Vias de fato,BIGORRILHO,1
2017,12,Vias de fato,CABRAL,1
2017,12,Vias de fato,CAJURU,1
2017,12,Vias de fato,CENTRO,9
2017,12,Vias de fato,NOVO MUNDO,1
2017,12,Vias de fato,ORLEANS,2
2017,12,Vias de fato,PILARZINHO,1
2017,12,Vias de fato,SANTA FELICIDADE,2
2017,12,Vias de fato,SANTO INÁCIO,1
2017,12,Vias de fato,SÍTIO CERCADO,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,ABRANCHES,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,AHÚ,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,ALTO BOQUEIRÃO,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,ALTO DA GLÓRIA,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,AUGUSTA,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,BAIRRO ALTO,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,BATEL,2
2017,12,Violação de Medida Protetiva Lei Maria da Penha,BOA VISTA,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,BOQUEIRÃO,3
2017,12,Violação de Medida Protetiva Lei Maria da Penha,BUTIATUVINHA,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,CAJURU,4
2017,12,Violação de Medida Protetiva Lei Maria da Penha,CAMPO COMPRIDO,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,CAMPO DE SANTANA,2
2017,12,Violação de Medida Protetiva Lei Maria da Penha,CAPÃO DA IMBUIA,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,CIDADE INDUSTRIAL,4
2017,12,Violação de Medida Protetiva Lei Maria da Penha,GANCHINHO,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,GUAÍRA,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,JARDIM DAS AMÉRICAS,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,JUVEVÊ,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,NOVO MUNDO,3
2017,12,Violação de Medida Protetiva Lei Maria da Penha,PINHEIRINHO,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,PORTÃO,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,SANTA CÂNDIDA,4
2017,12,Violação de Medida Protetiva Lei Maria da Penha,SANTA FELICIDADE,2
2017,12,Violação de Medida Protetiva Lei Maria da Penha,SANTA QUITÉRIA,2
2017,12,Violação de Medida Protetiva Lei Maria da Penha,SANTO INÁCIO,2
2017,12,Violação de Medida Protetiva Lei Maria da Penha,SÃO BRAZ,1
2017,12,Violação de Medida Protetiva Lei Maria da Penha,SÍTIO CERCADO,7
2017,12,Violação de Medida Protetiva Lei Maria da Penha,TATUQUARA,2
2017,12,Violação de Medida Protetiva Lei Maria da Penha,UBERABA,4
2017,12,Violação de Medida Protetiva Lei Maria da Penha,XAXIM,5
2017,12,Vistoria,BATEL,1
2017,12,Vistoria,BOQUEIRÃO,2
2017,12,Vistoria,CAJURU,6
2017,12,Vistoria,CAPÃO DA IMBUIA,3
2017,12,Vistoria,CENTRO,2
2017,12,Vistoria,CENTRO CÍVICO,1
2017,12,Vistoria,FAZENDINHA,1
2017,12,Vistoria,PORTÃO,3
2017,12,Vistoria,SÍTIO CERCADO,1
2017,12,Vistoria,UMBARÁ,1
2017,2,Abordagem,ÁGUA VERDE,3
2017,2,Abordagem,AHÚ,2
2017,2,Abordagem,AUGUSTA,2
2017,2,Abordagem,BACACHERI,2
2017,2,Abordagem,BAIRRO ALTO,2
2017,2,Abordagem,BARREIRINHA,1
2017,2,Abordagem,BIGORRILHO,4
2017,2,Abordagem,BOA VISTA,4
2017,2,Abordagem,BOQUEIRÃO,11
2017,2,Abordagem,CABRAL,2
2017,2,Abordagem,CAJURU,7
2017,2,Abordagem,CAMPO COMPRIDO,3
2017,2,Abordagem,CENTRO,59
2017,2,Abordagem,CIDADE INDUSTRIAL,12
2017,2,Abordagem,FAZENDINHA,4
2017,2,Abordagem,GANCHINHO,1
2017,2,Abordagem,GUABIROTUBA,1
2017,2,Abordagem,HAUER,4
2017,2,Abordagem,JARDIM BOTÂNICO,2
2017,2,Abordagem,JARDIM DAS AMÉRICAS,1
2017,2,Abordagem,PAROLIN,2
2017,2,Abordagem,REBOUÇAS,3
2017,2,Abordagem,SANTA CÂNDIDA,1
2017,2,Abordagem,SANTA FELICIDADE,1
2017,2,Abordagem,SANTO INÁCIO,3
2017,2,Abordagem,SÃO FRANCISCO,7
2017,2,Abordagem,SÃO LOURENÇO,2
2017,2,Abordagem,SÃO MIGUEL,2
2017,2,Abordagem,SÍTIO CERCADO,7
2017,2,Abordagem,TABOÃO,3
2017,2,Abordagem,TATUQUARA,1
2017,2,Abordagem,UBERABA,1
2017,2,Abordagem,XAXIM,2
2017,2,Achado,ATUBA,1
2017,2,Agressão física/verbal,BARREIRINHA,1
2017,2,Agressão física/verbal,BIGORRILHO,1
2017,2,Agressão física/verbal,BOA VISTA,1
2017,2,Agressão física/verbal,BOQUEIRÃO,4
2017,2,Agressão física/verbal,CAPÃO RASO,1
2017,2,Agressão física/verbal,CENTRO,4
2017,2,Agressão física/verbal,CENTRO CÍVICO,1
2017,2,Agressão física/verbal,CIDADE INDUSTRIAL,3
2017,2,Agressão física/verbal,FAZENDINHA,1
2017,2,Agressão física/verbal,HAUER,3
2017,2,Agressão física/verbal,HUGO LANGE,1
2017,2,Agressão física/verbal,LINDÓIA,1
2017,2,Agressão física/verbal,NOVO MUNDO,2
2017,2,Agressão física/verbal,PILARZINHO,1
2017,2,Agressão física/verbal,PRADO VELHO,2
2017,2,Agressão física/verbal,SANTA CÂNDIDA,3
2017,2,Agressão física/verbal,SÃO FRANCISCO,1
2017,2,Agressão física/verbal,SÃO LOURENÇO,1
2017,2,Agressão física/verbal,SEMINÁRIO,1
2017,2,Agressão física/verbal,TATUQUARA,1
2017,2,Agressão física/verbal,VILA IZABEL,1
2017,2,Agressão física/verbal,XAXIM,1
2017,2,Alagamento,ABRANCHES,1
2017,2,Alagamento,BUTIATUVINHA,1
2017,2,Alagamento,SÃO BRAZ,1
2017,2,Alarmes,ALTO BOQUEIRÃO,1
2017,2,Alarmes,ATUBA,1
2017,2,Alarmes,AUGUSTA,1
2017,2,Alarmes,BAIRRO ALTO,2
2017,2,Alarmes,BOQUEIRÃO,1
2017,2,Alarmes,CAJURU,1
2017,2,Alarmes,CAMPO COMPRIDO,1
2017,2,Alarmes,CAMPO DE SANTANA,2
2017,2,Alarmes,CAPÃO RASO,3
2017,2,Alarmes,CAXIMBA,1
2017,2,Alarmes,CIDADE INDUSTRIAL,5
2017,2,Alarmes,FAZENDINHA,2
2017,2,Alarmes,LINDÓIA,1
2017,2,Alarmes,PAROLIN,4
2017,2,Alarmes,PINHEIRINHO,5
2017,2,Alarmes,SANTA CÂNDIDA,1
2017,2,Alarmes,SÃO MIGUEL,1
2017,2,Alarmes,TATUQUARA,14
2017,2,Alarmes,UBERABA,3
2017,2,Alarmes,UMBARÁ,2
2017,2,Alarmes,XAXIM,2
2017,2,Ameaça,ABRANCHES,1
2017,2,Ameaça,ALTO BOQUEIRÃO,1
2017,2,Ameaça,ALTO DA GLÓRIA,3
2017,2,Ameaça,ALTO DA RUA XV,1
2017,2,Ameaça,ATUBA,1
2017,2,Ameaça,BAIRRO ALTO,1
2017,2,Ameaça,BIGORRILHO,2
2017,2,Ameaça,BOA VISTA,2
2017,2,Ameaça,BOQUEIRÃO,3
2017,2,Ameaça,CAJURU,5
2017,2,Ameaça,CAPÃO DA IMBUIA,1
2017,2,Ameaça,CAPÃO RASO,1
2017,2,Ameaça,CENTRO,13
2017,2,Ameaça,CIDADE INDUSTRIAL,1
2017,2,Ameaça,FAZENDINHA,2
2017,2,Ameaça,GANCHINHO,1
2017,2,Ameaça,GUABIROTUBA,1
2017,2,Ameaça,JARDIM BOTÂNICO,1
2017,2,Ameaça,MERCÊS,2
2017,2,Ameaça,PAROLIN,1
2017,2,Ameaça,PILARZINHO,1
2017,2,Ameaça,PINHEIRINHO,1
2017,2,Ameaça,PORTÃO,2
2017,2,Ameaça,PRADO VELHO,2
2017,2,Ameaça,REBOUÇAS,2
2017,2,Ameaça,SANTA CÂNDIDA,2
2017,2,Ameaça,SANTA FELICIDADE,2
2017,2,Ameaça,SANTA QUITÉRIA,1
2017,2,Ameaça,SANTO INÁCIO,1
2017,2,Ameaça,SÍTIO CERCADO,3
2017,2,Ameaça,TATUQUARA,1
2017,2,Ameaça,UBERABA,1
2017,2,Ameaça,UMBARÁ,1
2017,2,Ameaça,VILA IZABEL,1
2017,2,Ameaça,XAXIM,2
2017,2,Animais,BAIRRO ALTO,1
2017,2,Animais,CABRAL,1
2017,2,Animais,CENTRO,1
2017,2,Animais,CIDADE INDUSTRIAL,1
2017,2,Animais,PINHEIRINHO,1
2017,2,Animais,SANTO INÁCIO,2
2017,2,Animais,SÍTIO CERCADO,1
2017,2,Animais,UBERABA,1
2017,2,Apoio,ÁGUA VERDE,8
2017,2,Apoio,AHÚ,1
2017,2,Apoio,ALTO BOQUEIRÃO,7
2017,2,Apoio,ALTO DA GLÓRIA,9
2017,2,Apoio,ALTO DA RUA XV,5
2017,2,Apoio,ATUBA,2
2017,2,Apoio,AUGUSTA,1
2017,2,Apoio,BACACHERI,11
2017,2,Apoio,BAIRRO ALTO,3
2017,2,Apoio,BARREIRINHA,2
2017,2,Apoio,BATEL,3
2017,2,Apoio,BIGORRILHO,6
2017,2,Apoio,BOA VISTA,1
2017,2,Apoio,BOM RETIRO,4
2017,2,Apoio,BOQUEIRÃO,23
2017,2,Apoio,CAJURU,17
2017,2,Apoio,CAMPINA DO SIQUEIRA,2
2017,2,Apoio,CAMPO COMPRIDO,3
2017,2,Apoio,CAMPO DE SANTANA,1
2017,2,Apoio,CANGUIRI,1
2017,2,Apoio,CAPÃO DA IMBUIA,1
2017,2,Apoio,CAPÃO RASO,13
2017,2,Apoio,CAXIMBA,1
2017,2,Apoio,CENTRO,49
2017,2,Apoio,CENTRO CÍVICO,1
2017,2,Apoio,CIDADE INDUSTRIAL,22
2017,2,Apoio,CRISTO REI,1
2017,2,Apoio,FANNY,1
2017,2,Apoio,FAZENDINHA,6
2017,2,Apoio,GANCHINHO,2
2017,2,Apoio,GUABIROTUBA,1
2017,2,Apoio,HAUER,1
2017,2,Apoio,JARDIM BOTÂNICO,3
2017,2,Apoio,JARDIM SOCIAL,1
2017,2,Apoio,JUVEVÊ,3
2017,2,Apoio,MERCÊS,1
2017,2,Apoio,NÃO ENCONTRADO,1
2017,2,Apoio,NOVO MUNDO,2
2017,2,Apoio,ORLEANS,2
2017,2,Apoio,PILARZINHO,5
2017,2,Apoio,PINHEIRINHO,6
2017,2,Apoio,PORTÃO,9
2017,2,Apoio,REBOUÇAS,5
2017,2,Apoio,SANTA CÂNDIDA,8
2017,2,Apoio,SANTA FELICIDADE,2
2017,2,Apoio,SANTA QUITÉRIA,2
2017,2,Apoio,SANTO INÁCIO,5
2017,2,Apoio,SÃO BRAZ,1
2017,2,Apoio,SÃO FRANCISCO,4
2017,2,Apoio,SÃO LOURENÇO,4
2017,2,Apoio,SÃO MIGUEL,3
2017,2,Apoio,SÍTIO CERCADO,9
2017,2,Apoio,TABOÃO,2
2017,2,Apoio,TARUMÃ,1
2017,2,Apoio,TATUQUARA,7
2017,2,Apoio,UBERABA,2
2017,2,Apoio,UMBARÁ,1
2017,2,Apoio,VILA IZABEL,2
2017,2,Apoio,VISTA ALEGRE,1
2017,2,Apoio,XAXIM,6
2017,2,Atitude suspeita,ÁGUA VERDE,4
2017,2,Atitude suspeita,ALTO BOQUEIRÃO,1
2017,2,Atitude suspeita,ALTO DA RUA XV,1
2017,2,Atitude suspeita,ATUBA,1
2017,2,Atitude suspeita,BACACHERI,2
2017,2,Atitude suspeita,BARREIRINHA,1
2017,2,Atitude suspeita,BIGORRILHO,2
2017,2,Atitude suspeita,BOQUEIRÃO,7
2017,2,Atitude suspeita,CABRAL,2
2017,2,Atitude suspeita,CAJURU,1
2017,2,Atitude suspeita,CAMPINA DO SIQUEIRA,2
2017,2,Atitude suspeita,CAPÃO DA IMBUIA,2
2017,2,Atitude suspeita,CAPÃO RASO,3
2017,2,Atitude suspeita,CENTRO,22
2017,2,Atitude suspeita,CIDADE INDUSTRIAL,6
2017,2,Atitude suspeita,CRISTO REI,1
2017,2,Atitude suspeita,FAZENDINHA,2
2017,2,Atitude suspeita,GUAÍRA,1
2017,2,Atitude suspeita,HAUER,1
2017,2,Atitude suspeita,HUGO LANGE,1
2017,2,Atitude suspeita,JARDIM BOTÂNICO,2
2017,2,Atitude suspeita,JARDIM DAS AMÉRICAS,2
2017,2,Atitude suspeita,MERCÊS,3
2017,2,Atitude suspeita,MOSSUNGUÊ,1
2017,2,Atitude suspeita,NOVO MUNDO,1
2017,2,Atitude suspeita,ORLEANS,1
2017,2,Atitude suspeita,PAROLIN,1
2017,2,Atitude suspeita,PORTÃO,4
2017,2,Atitude suspeita,SANTO INÁCIO,5
2017,2,Atitude suspeita,SÃO FRANCISCO,5
2017,2,Atitude suspeita,SÃO MIGUEL,1
2017,2,Atitude suspeita,SÍTIO CERCADO,3
2017,2,Atitude suspeita,XAXIM,1
2017,2,Atos obscenos/libidinosos,ALTO DA GLÓRIA,1
2017,2,Atos obscenos/libidinosos,BOA VISTA,1
2017,2,Atos obscenos/libidinosos,BOQUEIRÃO,3
2017,2,Atos obscenos/libidinosos,CENTRO,2
2017,2,Atos obscenos/libidinosos,CIDADE INDUSTRIAL,1
2017,2,Atos obscenos/libidinosos,SÃO FRANCISCO,2
2017,2,Atos obscenos/libidinosos,SÍTIO CERCADO,1
2017,2,Avaria em Equipamento/Patrimônio (não intencional),BOQUEIRÃO,2
2017,2,Averiguação (Defesa Civil),CIDADE INDUSTRIAL,1
2017,2,Banho em local impróprio,BOQUEIRÃO,7
2017,2,Banho em local impróprio,FAZENDINHA,1
2017,2,Conduta inconveniente,ÁGUA VERDE,1
2017,2,Conduta inconveniente,ALTO BOQUEIRÃO,1
2017,2,Conduta inconveniente,CENTRO,2
2017,2,Construção Irregular,UBERABA,1
2017,2,Criança perdida/desaparecida,JARDIM BOTÂNICO,1
2017,2,Crime ambiental,ALTO BOQUEIRÃO,1
2017,2,Crime ambiental,BACACHERI,1
2017,2,Crime ambiental,SÃO LOURENÇO,1
2017,2,Crime ambiental,SÍTIO CERCADO,1
2017,2,Crime ambiental,VISTA ALEGRE,1
2017,2,Dano,ABRANCHES,3
2017,2,Dano,ÁGUA VERDE,4
2017,2,Dano,ALTO BOQUEIRÃO,3
2017,2,Dano,ALTO DA GLÓRIA,7
2017,2,Dano,ATUBA,2
2017,2,Dano,AUGUSTA,2
2017,2,Dano,BACACHERI,2
2017,2,Dano,BAIRRO ALTO,2
2017,2,Dano,BARREIRINHA,3
2017,2,Dano,BATEL,3
2017,2,Dano,BIGORRILHO,3
2017,2,Dano,BOA VISTA,2
2017,2,Dano,BOM RETIRO,2
2017,2,Dano,BOQUEIRÃO,5
2017,2,Dano,BUTIATUVINHA,1
2017,2,Dano,CABRAL,2
2017,2,Dano,CAJURU,13
2017,2,Dano,CAMPINA DO SIQUEIRA,4
2017,2,Dano,CAMPO COMPRIDO,1
2017,2,Dano,CAPÃO DA IMBUIA,1
2017,2,Dano,CAPÃO RASO,7
2017,2,Dano,CAXIMBA,1
2017,2,Dano,CENTRO,21
2017,2,Dano,CENTRO CÍVICO,1
2017,2,Dano,CIDADE INDUSTRIAL,13
2017,2,Dano,FAZENDINHA,3
2017,2,Dano,GUABIROTUBA,1
2017,2,Dano,HAUER,3
2017,2,Dano,HUGO LANGE,1
2017,2,Dano,JARDIM BOTÂNICO,2
2017,2,Dano,JARDIM DAS AMÉRICAS,2
2017,2,Dano,MERCÊS,1
2017,2,Dano,MOSSUNGUÊ,1
2017,2,Dano,NOVO MUNDO,2
2017,2,Dano,PAROLIN,2
2017,2,Dano,PINHEIRINHO,1
2017,2,Dano,PORTÃO,3
2017,2,Dano,PRADO VELHO,2
2017,2,Dano,REBOUÇAS,3
2017,2,Dano,SANTA CÂNDIDA,4
2017,2,Dano,SANTA FELICIDADE,2
2017,2,Dano,SÃO BRAZ,1
2017,2,Dano,SÃO FRANCISCO,2
2017,2,Dano,SÃO LOURENÇO,1
2017,2,Dano,SÃO MIGUEL,2
2017,2,Dano,SÍTIO CERCADO,11
2017,2,Dano,TABOÃO,1
2017,2,Dano,TARUMÃ,2
2017,2,Dano,TATUQUARA,8
2017,2,Dano,UBERABA,8
2017,2,Dano,VISTA ALEGRE,1
2017,2,Dano,XAXIM,7
2017,2,Depósito irregular,BOQUEIRÃO,1
2017,2,Desabamento,SANTA CÂNDIDA,1
2017,2,Desacato,BOQUEIRÃO,1
2017,2,Desacato,CENTRO,1
2017,2,Desacato,SANTA CÂNDIDA,1
2017,2,Desacato,SÃO FRANCISCO,1
2017,2,Desacato,SÍTIO CERCADO,2
2017,2,Desaparecimento,CAJURU,1
2017,2,Desaparecimento,TATUQUARA,1
2017,2,Desinteligência,ÁGUA VERDE,2
2017,2,Desinteligência,ALTO DA RUA XV,1
2017,2,Desinteligência,BOQUEIRÃO,2
2017,2,Desinteligência,BUTIATUVINHA,1
2017,2,Desinteligência,CENTRO,2
2017,2,Desinteligência,CIDADE INDUSTRIAL,2
2017,2,Desinteligência,GANCHINHO,1
2017,2,Desinteligência,SÍTIO CERCADO,1
2017,2,Desinteligência,TABOÃO,2
2017,2,Deslizamento,SANTO INÁCIO,1
2017,2,Desobediência,BOQUEIRÃO,1
2017,2,Desobediência,CENTRO,2
2017,2,Destelhamento,CAMPO DE SANTANA,1
2017,2,Devolução de coisa achada,BIGORRILHO,1
2017,2,Disparo de arma,ÁGUA VERDE,1
2017,2,Disparo de arma,BARREIRINHA,1
2017,2,Disparo de arma,CAJURU,2
2017,2,Disparo de arma,CAMPINA DO SIQUEIRA,2
2017,2,Disparo de arma,CENTRO,1
2017,2,Disparo de arma,HAUER,1
2017,2,Disparo de arma,PAROLIN,1
2017,2,Disparo de arma,REBOUÇAS,1
2017,2,Disparo de arma,UBERABA,1
2017,2,Embriaguez,CAMPINA DO SIQUEIRA,1
2017,2,Encaminhamento,BIGORRILHO,1
2017,2,Encaminhamento,CAMPO COMPRIDO,1
2017,2,Encaminhamento,CENTRO,5
2017,2,Encaminhamento,CIDADE INDUSTRIAL,1
2017,2,Erosão,TATUQUARA,1
2017,2,Escolta,AHÚ,1
2017,2,Escolta,BARREIRINHA,1
2017,2,Escolta,CENTRO,1
2017,2,Escolta,CIDADE INDUSTRIAL,1
2017,2,Escolta,UBERABA,1
2017,2,Estelionato,AUGUSTA,1
2017,2,Fornecimento de bebida alcoólica à menores,SÃO FRANCISCO,1
2017,2,Furto,ABRANCHES,1
2017,2,Furto,ÁGUA VERDE,1
2017,2,Furto,ALTO BOQUEIRÃO,3
2017,2,Furto,ALTO DA RUA XV,2
2017,2,Furto,BAIRRO ALTO,1
2017,2,Furto,BOQUEIRÃO,6
2017,2,Furto,CACHOEIRA,1
2017,2,Furto,CAPÃO RASO,1
2017,2,Furto,CENTRO,7
2017,2,Furto,CENTRO CÍVICO,1
2017,2,Furto,CIDADE INDUSTRIAL,1
2017,2,Furto,GUAÍRA,1
2017,2,Furto,HAUER,3
2017,2,Furto,JARDIM BOTÂNICO,1
2017,2,Furto,NOVO MUNDO,2
2017,2,Furto,PORTÃO,1
2017,2,Furto,REBOUÇAS,2
2017,2,Furto,SANTO INÁCIO,1
2017,2,Furto,SÍTIO CERCADO,1
2017,2,Homicídio,CENTRO,1
2017,2,Importunação sexual,CAJURU,1
2017,2,Importunação sexual,CAMPINA DO SIQUEIRA,1
2017,2,Importunação sexual,CAPÃO RASO,1
2017,2,Importunação sexual,CIDADE INDUSTRIAL,2
2017,2,Importunação sexual,NOVO MUNDO,1
2017,2,Importunação sexual,PORTÃO,1
2017,2,Importunação sexual,SÃO JOÃO,1
2017,2,Incêndio,CENTRO,1
2017,2,Invasão,ABRANCHES,1
2017,2,Invasão,ÁGUA VERDE,1
2017,2,Invasão,ALTO BOQUEIRÃO,2
2017,2,Invasão,BAIRRO ALTO,1
2017,2,Invasão,BARREIRINHA,1
2017,2,Invasão,BIGORRILHO,1
2017,2,Invasão,BOA VISTA,4
2017,2,Invasão,BOQUEIRÃO,4
2017,2,Invasão,CACHOEIRA,2
2017,2,Invasão,CAJURU,2
2017,2,Invasão,CAMPO COMPRIDO,2
2017,2,Invasão,CAMPO DE SANTANA,2
2017,2,Invasão,CAPÃO DA IMBUIA,1
2017,2,Invasão,CAPÃO RASO,4
2017,2,Invasão,CENTRO,9
2017,2,Invasão,CIDADE INDUSTRIAL,8
2017,2,Invasão,GUAÍRA,1
2017,2,Invasão,JARDIM DAS AMÉRICAS,1
2017,2,Invasão,LINDÓIA,1
2017,2,Invasão,MOSSUNGUÊ,1
2017,2,Invasão,PAROLIN,4
2017,2,Invasão,PILARZINHO,1
2017,2,Invasão,PINHEIRINHO,1
2017,2,Invasão,PORTÃO,1
2017,2,Invasão,REBOUÇAS,1
2017,2,Invasão,SANTA CÂNDIDA,2
2017,2,Invasão,SÃO FRANCISCO,1
2017,2,Invasão,SÍTIO CERCADO,3
2017,2,Invasão,TATUQUARA,1
2017,2,Invasão,UBERABA,3
2017,2,Invasão,XAXIM,5
2017,2,Lesão Corporal,CAJURU,1
2017,2,Lesão Corporal,CAPÃO RASO,3
2017,2,Lesão Corporal,CENTRO,1
2017,2,Lesão Corporal,TATUQUARA,1
2017,2,Manifestação,CENTRO CÍVICO,1
2017,2,Óbito,CENTRO,1
2017,2,Obstrução de via,SÃO FRANCISCO,1
2017,2,Obstrução de via,SÍTIO CERCADO,1
2017,2,Orientação,ÁGUA VERDE,2
2017,2,Orientação,AHÚ,1
2017,2,Orientação,ALTO BOQUEIRÃO,1
2017,2,Orientação,ALTO DA GLÓRIA,1
2017,2,Orientação,BACACHERI,1
2017,2,Orientação,BIGORRILHO,1
2017,2,Orientação,BOQUEIRÃO,2
2017,2,Orientação,GUAÍRA,1
2017,2,Orientação,SÃO FRANCISCO,1
2017,2,Paciente/usuário alterado,ALTO DA GLÓRIA,1
2017,2,Paciente/usuário alterado,BACACHERI,1
2017,2,Paciente/usuário alterado,CAMPINA DO SIQUEIRA,1
2017,2,Paciente/usuário alterado,CAMPO DE SANTANA,1
2017,2,Paciente/usuário alterado,CAPÃO DA IMBUIA,1
2017,2,Paciente/usuário alterado,CIDADE INDUSTRIAL,1
2017,2,Paciente/usuário alterado,GUABIROTUBA,1
2017,2,Paciente/usuário alterado,JARDIM BOTÂNICO,1
2017,2,Paciente/usuário alterado,PINHEIRINHO,1
2017,2,Paciente/usuário alterado,PRADO VELHO,1
2017,2,Paciente/usuário alterado,SÃO FRANCISCO,1
2017,2,Paciente/usuário alterado,SÍTIO CERCADO,1
2017,2,Paciente/usuário alterado,UBERABA,3
2017,2,Perturbação do sossego,ÁGUA VERDE,2
2017,2,Perturbação do sossego,ALTO BOQUEIRÃO,2
2017,2,Perturbação do sossego,BACACHERI,1
2017,2,Perturbação do sossego,BATEL,2
2017,2,Perturbação do sossego,BIGORRILHO,4
2017,2,Perturbação do sossego,BOQUEIRÃO,2
2017,2,Perturbação do sossego,CAMPINA DO SIQUEIRA,1
2017,2,Perturbação do sossego,CAPÃO RASO,3
2017,2,Perturbação do sossego,CENTRO,1
2017,2,Perturbação do sossego,CENTRO CÍVICO,1
2017,2,Perturbação do sossego,CIDADE INDUSTRIAL,2
2017,2,Perturbação do sossego,FAZENDINHA,1
2017,2,Perturbação do sossego,GUABIROTUBA,8
2017,2,Perturbação do sossego,GUAÍRA,1
2017,2,Perturbação do sossego,HAUER,2
